Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Backlog,Reopened,On Hold,Refined,In Development,Ready for test,In Testing,Waiting for acceptance,In Progress,Done,Abandoned,,,,
,CALLS-1416,Payment Information MIG rules testing,2/18/26,29.38h,,0.00h,,,,0.00h,,230.87h,1421.42h,,,1678.60h,,,,,
,CALLS-1415,Request and response logging for Entrypoint applications,12/11/25,0.00h,,0.03h,,,,0.02h,21.92h,44.38h,6.55h,,,3330.92h,,,,,
,CALLS-1414,SEPA- STEP2 (Normal- Clearing cycles) regression testing on Skyvault in LV [15.12-17.12],12/17/25,0.00h,,73.20h,,,,94.25h,,,,51.62h,,3189.55h,,,,,
,CALLS-1413,SEPA- RT1 (Instant) regression testing on Skyvault in LV [15.12-17.12],12/17/25,0.02h,,73.20h,,,,94.25h,,,,51.62h,,3189.55h,,,,,
,CALLS-1411,adjust java delegate for customer data Enrichment,12/9/25,0.00h,,20.87h,,,,20.68h,5.40h,1.08h,93.58h,,,3383.28h,,,,,
,CALLS-1410,[FORMS] remove/disable bottom STOP from electronical payments FORM,12/8/25,0.00h,,21.27h,,,,0.10h,25.62h,73.58h,0.28h,,,3404.53h,,,,,
,CALLS-1409,Enable Camunda Authorizations,11/28/25,16.60h,0.00h,0.00h,,,,0.00h,3.70h,0.00h,0.00h,,,3646.25h,,,,,
,CALLS-1408,Basic performance testing of external API’s,2/13/26,1783.83h,,0.00h,,,,0.00h,89.30h,0.00h,0.00h,,,1799.90h,,,,,
,CALLS-1407,Deploy process definition,2/17/26,1804.33h,,0.00h,,,,0.00h,168.05h,0.00h,0.00h,,,1701.22h,,,,,
,CALLS-1406,Update Monitoring/alerts for flow manager applications,2/9/26,1796.23h,,0.00h,,,,0.00h,0.52h,0.00h,0.00h,,,1892.93h,,,,,
,CALLS-1405,Setup Kafka configuration,2/4/26,1536.95h,,0.00h,,,,0.00h,142.22h,0.00h,0.00h,,,2010.57h,,,,,
,CALLS-1404,Onboard (Update monitoring setup) to Redgate SQL Monitor,3/5/26,1865.87h,,0.00h,,,,384.58h,119.92h,0.00h,0.00h,,,1319.53h,,,,,
,CALLS-1403,Setup DB archiving process,2/24/26,1697.60h,,0.02h,,,,22.30h,432.57h,0.00h,0.00h,,,1537.52h,,,,,
,CALLS-1402,Setup Liquibase setup,1/29/26,1341.38h,0.00h,0.00h,,,,189.73h,0.00h,0.00h,0.00h,,,2159.07h,,,,,
,CALLS-1401,"Review configuration items (CI), Register missing",3/2/26,1866.48h,,0.00h,,,,194.15h,239.53h,0.00h,0.00h,,,1390.18h,,,,,
,CALLS-1400,"Review connection to services provided outside Payments VDE, add network policies where needed",1/30/26,1537.63h,,0.00h,,,,0.00h,19.90h,0.00h,0.00h,,,2132.90h,,,,,
,CALLS-1399,Add network policy to call payment-services from flow manager azure namespace,1/29/26,1537.75h,,,,,,,,,,,,2152.93h,,,,,
,CALLS-1398,Open firewalls to Databases from terminal servers and from Namespaces,1/23/26,1341.83h,,0.08h,,,,0.00h,48.75h,0.00h,0.00h,,,2300.12h,,,,,
,CALLS-1397,Order and configure MSSQL DB,1/8/26,187.47h,,0.03h,,,,22.97h,818.97h,0.00h,0.00h,,,2661.55h,,,,,
,CALLS-1396,Order and configure namespace,2/12/26,499.07h,,0.00h,,,,0.00h,1374.67h,0.00h,0.00h,,,1817.57h,,,,,
,CALLS-1395,Define user groups in Camunda for mapping with AD,12/16/25,333.10h,0.08h,167.83h,,,,0.00h,0.00h,0.00h,0.00h,,,3215.52h,,,,,
,CALLS-1394,implement possibility to use gateway limits for SALA header,12/16/25,0.03h,526.58h,,,,,,,,,,,,3216.37h,,,,
,CALLS-1393,Request adding our Prod CN to other services,1/27/26,1608.63h,,,,,,,,,,,,,2202.95h,,,,
,CALLS-1392,Basic performance testing for STORE MASS payment header using API call to PODM,11/25/25,0.03h,,90.30h,,,,0.00h,,,,,,,3721.33h,,,,
Production bug,CALLS-1391,Party_ID's still gets lost after 19-NOV,12/1/25,0.05h,,69.32h,,,,8.37h,87.42h,47.57h,28.85h,,,3573.20h,,,,,
,CALLS-1390,Performance tests of SGW process definition,2/20/26,2118.07h,91.93h,0.00h,,,,0.00h,,0.00h,0.00h,,,1630.93h,,,,,
,CALLS-1378,Set-up environments in Skyvault - Linux PROD,,819.12h,0.00h,0.00h,,,,0.00h,3069.95h,,,,,,,,,,
,CALLS-1377,Deploy Linux applications to Skyvault environment in Dev and Gate,3/20/26,2233.58h,,0.00h,,,,1.87h,692.10h,0.00h,1.92h,,,959.62h,,,,,
,CALLS-1466,[Ibank] update existing MASS payments test cases from previous bugs,12/9/25,0.82h,,0.00h,590.62h,,,2.00h,,,,,,3383.93h,,,,,
,CALLS-1374,Create task/process which reprocess DLT messages,3/4/26,1963.25h,,0.00h,,,,0.05h,410.07h,99.70h,189.65h,,,1339.77h,,,,,
,CALLS-1373,Create test cases from SGW error labels,3/26/26,1731.23h,1411.53h,0.02h,,,,0.00h,,,,0.00h,,815.73h,,,,,
,CALLS-1372,Create test cases from experience,2/19/26,338.48h,2010.63h,0.00h,,,,0.00h,,0.00h,6.45h,,,1650.97h,,,,,
,CALLS-1371,Create test cases from other system testing/regression (Star/iBank/...),1/16/26,1271.73h,263.02h,0.00h,,,,,,,,,,2471.82h,,,,,
,CALLS-1370,Create test cases to target each tasks/gateway/path in massPaymentHeaderDefinition,1/26/26,1271.57h,506.83h,4.98h,,,,,,,,,,2223.22h,,,,,
,CALLS-1369,Create test cases to target each tasks/gateway/path in Single Payment Order process definition,1/26/26,651.52h,649.08h,482.55h,,,,,,,,,,2223.43h,,,,,
,CALLS-1368,Improve performance for payment execution from the same debtor account,12/30/25,0.00h,,625.47h,,,,30.32h,26.08h,422.18h,29.22h,,,2875.15h,,,,,
,CALLS-1366,[CORE DB] Create procedure to rollback einvoice status,11/11/25,0.00h,,0.00h,,,,0.00h,4.58h,0.00h,0.00h,,,4053.43h,,,,,
,CALLS-1463,[International payments] Create intragroup payments initiation tests using Smart form,12/17/25,,,,522.75h,,,,,,,,361.82h,3189.55h,,,,,
,CALLS-1412,Setup BPAY GitHub Teams,1/30/26,1.95h,,603.37h,,,,597.88h,743.72h,0.00h,0.00h,,,2134.62h,,,,,
,CALLS-1365,Order FW opening in pre-prod for services with local .svc urls,11/6/25,2.53h,,,,,,,,,,,,4166.90h,,,,,
,CALLS-1364,Adjust Kafka topic partition count,11/12/25,0.00h,19.20h,0.30h,,,,74.33h,2.77h,39.57h,0.50h,,,4032.72h,,,,,
,CALLS-1363,"Basic performance testing for ""counting in header process definition"" service tasks",12/8/25,0.00h,3.30h,332.43h,,,,21.48h,410.18h,0.00h,0.00h,,,3405.12h,,,,,
,CALLS-1362,Setup Kafka configuration in PROD,4/27/26,3860.75h,,0.02h,,,,23.97h,96.40h,148.83h,,,,43.58h,,,,,
,CALLS-1361,"SEPA- STEP2 (Normal- Clearing cycles) regression testing on Skyvault in LV, LT, EE [24.11-26.11]",11/25/25,15.78h,,337.67h,,,,119.53h,0.00h,0.00h,25.08h,,,3719.15h,,,,,
,CALLS-1360,"SEPA- RT1 (Instant) regression testing on Skyvault in LV, EE, LT [24.11-26.11]",11/25/25,15.78h,,337.67h,,,,119.55h,0.00h,0.00h,25.08h,,,3719.15h,,,,,
,CALLS-1389,[Investigate] Adjust SEPA exchange (FLM),12/2/25,1.60h,120.85h,549.95h,,,,,,,,,,3550.88h,,,,,
,CALLS-1388,[Investigate] Adjust EPE (FLM),12/2/25,1.62h,101.58h,569.53h,,,,,,,,,,3550.57h,,,,,
,CALLS-1387,[Investigate] Adjust STAR (FLM),12/16/25,1.63h,456.70h,549.93h,,,,,,,,,,3215.03h,,,,,
,CALLS-1386,[Investigate] Adjust iBank (FLM),12/12/25,1.67h,101.60h,569.35h,,,,2.75h,72.15h,70.12h,102.05h,,,3303.62h,,,,,
,CALLS-1367,Adjust Core DB procedures (FLM),12/3/25,1.72h,101.17h,570.18h,,,,0.60h,20.78h,0.00h,0.05h,,,3504.90h,,,,,
,CALLS-1385,Adjust Forms Teller (FLM),12/3/25,1.73h,70.17h,600.55h,,,,2.37h,24.57h,0.12h,0.00h,,,3523.85h,,,,,
,CALLS-1384,Forms Teller - Electronical payments (FLM),12/11/25,0.00h,575.47h,141.03h,,,,3.62h,25.62h,74.13h,73.15h,,,3331.13h,,,,,
,CALLS-1359,Create application technical doc,11/28/25,429.55h,,0.00h,,,,0.00h,162.77h,0.00h,0.00h,,,3649.53h,,,,,
,CALLS-1358,Implement possibility to UPDATE MASS payment header using API call to PODM,,4314.70h,,,,,,,,,,,,,,,,,
,CALLS-1357,Implement possibility to SELECT and REMOVE data for counting in header process definition,1/23/26,0.07h,159.82h,21.07h,,,,84.90h,134.92h,98.25h,340.58h,,,3451.35h,,,,,
,CALLS-1356,Implement possibility to INSERT records for counting in header process definition,12/2/25,0.08h,93.23h,23.08h,,,,1.82h,53.83h,107.47h,57.07h,,,3954.38h,,,,,
,CALLS-1355,Create DB objects for counting in header process definition,11/27/25,0.00h,0.20h,34.83h,,,,2.65h,115.78h,0.00h,7.33h,,,4176.27h,,,,,
,CALLS-1383,Duplicity check (FLM),12/5/25,0.00h,14.85h,795.18h,,,,0.48h,44.08h,0.98h,31.77h,,,3473.38h,,,,,
,CALLS-1382,Core reports (maintenance) - Instant payments not processed (FLM),1/15/26,0.02h,,1698.35h,,,,169.80h,0.58h,0.00h,0.00h,,,2493.08h,,,,,
,CALLS-1354,Order keytab files for SEPA-Web Azure,11/12/25,0.00h,,19.83h,,,,262.35h,0.00h,0.00h,52.10h,,,4029.03h,,,,,
,CALLS-1381,Core reports (maintenance) - inserted not debeted (FLM),1/15/26,0.03h,,1723.13h,,,,169.80h,0.58h,0.00h,0.00h,,,2493.08h,,,,,
,CALLS-1352,Order keytab files for EPE-Web Azure,11/12/25,27.53h,,19.83h,,,,166.10h,0.00h,0.00h,148.35h,,,4029.03h,,,,,
,CALLS-1343,Restore lost party IDs (2),10/30/25,0.03h,23.52h,34.70h,,,,0.00h,,0.00h,0.00h,,,4356.32h,,,,,
,CALLS-1342,Run business rules validation/tests based on MIG requirements,3/18/26,480.68h,196.38h,139.45h,,,,196.83h,,2106.57h,358.58h,,,1009.90h,,,,,
,CALLS-1341,[KAFKA] create retry and dead letter topics for incoming Kafka topic from BH with PO from Ibank,,0.00h,,4489.18h,,,,,,,,,,,,,,,
,CALLS-1340,[FLM entrypoint] finalize intermediate Kafka Topics listening & routing to Flow Manager,,23.67h,,4489.58h,,,,,,,,,,,,,,,
,CALLS-1339,SEPA- STEP2 (Normal- Clearing cycles) regression testing on Skyvault in LV [27.10-29.10],10/30/25,14.53h,,0.00h,,,,121.58h,,,,46.87h,,4344.05h,,,,,
,CALLS-1338,SEPA- RT1 (Instant) regression testing on Skyvault in LV [27.10-29.10],10/29/25,14.57h,,0.00h,,,,121.60h,,,,27.52h,,4363.38h,,,,,
,CALLS-1337,Add Camunda version change (7.24) timestamp to databases,10/28/25,0.00h,,48.65h,,,,100.40h,17.82h,0.00h,0.00h,,,4394.17h,,,,,
Production bug,CALLS-1336,Party IDs get lost,11/17/25,0.00h,190.92h,217.37h,,,,168.08h,7.25h,64.62h,0.65h,,,3912.77h,,,,,
,CALLS-1335,Verification of TPS GW releases (EKS Rulebook),11/12/25,0.00h,,235.52h,,,,166.00h,0.00h,0.00h,144.10h,,,4033.33h,,,,,
,CALLS-1334,Restore lost party IDs (investigation),10/22/25,0.03h,53.32h,0.32h,,,,0.00h,,0.00h,0.00h,,,4532.45h,,,,,
,CALLS-1332,change source for country code value from Batch Handler,10/28/25,0.00h,,91.13h,,,,53.33h,16.48h,75.25h,29.50h,,,4385.72h,,,,,
,CALLS-1331,[FLM entrypoint] read payment Order and header from Kafka topic and route to Flow Orchestrator entry point,,1.50h,4653.88h,,,,,,,,,,,,,,,,
,CALLS-1330,[ibank] fix payment archive entity relation for vop status,10/15/25,2.58h,,,,,,,,,,,,4698.10h,,,,,
,CALLS-1329,Investigate DB storage options to mitigate race condition issue,10/30/25,0.00h,,360.12h,,,,0.00h,,0.00h,0.00h,,,4343.58h,,,,,
,CALLS-1435,Implement possibility for Payment flow manager to use GET Header API (PODM),,0.00h,986.62h,3743.67h,,,,,,,,,,,,,,,
,CALLS-1327,Investigate possibility to count/sum data from multiple PI in parallel to one header PI,11/10/25,0.00h,,737.65h,,,,0.00h,0.00h,0.00h,0.00h,,,4080.33h,,,,,
,CALLS-1328,"pain.001 V09 EE, LV - creditor address handling in domestic payment",10/15/25,64.27h,3.55h,20.23h,,,,3.67h,1.15h,2.13h,22.70h,,,4700.60h,,,,,
Production bug,CALLS-1326,iBank import - party IDs get lost for signed payments,10/16/25,0.00h,,1.65h,,,,103.97h,42.18h,1.98h,1.20h,,,4676.75h,,,,,
,CALLS-1325,Party IDs removed from old structure (log investigation),10/17/25,0.03h,,161.60h,,,,3.55h,0.00h,0.00h,20.57h,,,4657.22h,,,,,
,CALLS-1323,"Add new attribute ""controlSum"" mapping in Kafka topic from BH",10/28/25,0.00h,,170.37h,,,,192.87h,1.73h,73.45h,27.65h,,,4384.85h,,,,,
Production bug,CALLS-1324,[Ibank] Customer can not make instant payment from group and normal account,10/14/25,0.00h,,21.93h,,,,5.58h,95.08h,0.75h,19.25h,,,4728.67h,,,,,
,CALLS-1322,Add header attribute Requestor-App for SAVE and UPDATE to PODM requests,10/14/25,71.75h,,0.22h,,,,31.33h,1.17h,44.60h,0.38h,0.00h,,4722.97h,,,,,
Production bug,CALLS-1321,[LT] Payer ID missing in swift MT101 intrabank payments when it's required by beneficiary,10/8/25,0.00h,0.02h,1.80h,,,,0.00h,2.52h,0.45h,18.37h,,,4873.17h,,,,,
Production bug,CALLS-1320,"[sepa-exchange] SEPA outgoing payments with debtor type filled, but debtor ID null - getting error",10/8/25,0.53h,,0.00h,,,,6.32h,21.75h,16.90h,6.85h,,,4868.90h,,,,,
,CALLS-1319,Script task exception handling,3/3/26,0.00h,0.00h,2614.87h,,,,768.60h,191.73h,,,,,1368.38h,,,,,
,CALLS-1318,[FORMS] Ever repeating Payment Details signature error...,10/3/25,0.07h,,16.73h,,,,0.08h,1.58h,2.48h,0.00h,,,4990.13h,,,,,
,CALLS-1316,Implement possibility to STORE MASS payment header using API call to PODM,1/7/26,0.00h,0.75h,1003.68h,,,,423.35h,100.33h,5.62h,126.22h,,,3352.75h,,,,,
,CALLS-1315,Change SQL servers timezone to UTC (preprod),11/26/25,0.05h,,0.00h,,,,505.18h,819.47h,0.00h,0.00h,,,3691.93h,,,,,
,CALLS-1314,Archive DB fixes/improvements,10/27/25,0.63h,,19.68h,,,,29.55h,496.62h,0.00h,78.58h,,,4412.02h,,,,,
,CALLS-1313,Increase LOG disk,12/16/25,1802.87h,,0.00h,,,,0.00h,0.00h,0.00h,0.00h,,,3188.22h,,,,,
Production bug,CALLS-1312,Customer gets tech error while importing Fidavista payment file.,9/30/25,0.00h,,19.13h,,,,0.00h,2.05h,0.92h,0.65h,,,5061.58h,,,,,
,CALLS-1310,create service task to populate massPaymentHeader variable,10/2/25,0.00h,148.22h,0.00h,,,,0.00h,0.00h,0.08h,0.00h,,,5013.05h,,,,,
,CALLS-1311,iBank - Cannot start new payment from old,9/29/25,0.00h,,1.68h,,,,0.00h,67.70h,2.90h,2.03h,,,5087.03h,,,,,
Production bug,CALLS-1308,[EPE] Fidavista mass payment file processing fails,9/25/25,0.00h,,0.07h,,,,1.38h,3.57h,0.05h,0.37h,,,5179.33h,,,,,
,CALLS-1307,LT: Technical error while performing call.java.lang.NullPointerException,11/5/25,0.08h,,23.20h,,,,0.00h,98.40h,0.85h,2.12h,,,5081.52h,,,,,
,CALLS-1305,[iBank] Import pain.001: Incorrect error shown when Correspondent bank Town is missing,9/19/25,0.00h,,5.32h,,,,0.00h,,0.00h,0.00h,,,5324.60h,,,,,
,CALLS-1304,[iBank] Import pain.001: Agents unstructured addres should not be truncated,9/19/25,0.00h,,5.83h,,,,0.00h,,0.00h,0.00h,,,5324.17h,,,,,
,CALLS-1303,[Ibank] Domestic/European payment: Ultimate parties address fields missing for Urgent payment,10/29/25,0.00h,,96.08h,,,,118.60h,401.33h,80.62h,264.15h,,,4369.37h,,,,,
,CALLS-1302,"[iBank] Cannot conclude standing order, save mass payment (crebit.eritunnus select)",9/22/25,0.00h,,21.73h,,,,5.48h,2.90h,63.70h,3.33h,,,5254.73h,,,,,
,CALLS-1301,[Ibank] Domestic/European payment: Additional address details does not expand when opening payment,9/30/25,0.00h,,149.48h,,,,4.42h,29.55h,4.15h,100.17h,,,5064.15h,,,,,
,CALLS-1299,iBank Domestic/European payment - updated Party ID not saved,9/29/25,0.02h,0.33h,17.42h,,,,93.63h,78.73h,19.75h,76.10h,,,5085.15h,,,,,
,CALLS-1298,"[iBank] Unstructured address length issue in Domestic/European defined payment, standing order, mass payment",9/18/25,0.00h,0.92h,13.33h,,,,17.40h,4.57h,3.97h,12.52h,,,5339.47h,,,,,
,CALLS-1297,[DB] Optimize performance of payment data loading interface.,9/19/25,0.00h,0.20h,16.52h,,,,0.00h,6.25h,0.00h,41.40h,,,5330.55h,,,,,
Production bug,CALLS-1295,Temporary fix- payment data loading to GDW,9/15/25,64.60h,,0.85h,,,,1.10h,4.67h,0.00h,0.00h,,,5420.57h,,,,,
Production bug,CALLS-1296,iBank List of payments - SEPA cross-border payment with reference number gets error,9/23/25,0.00h,0.52h,139.23h,,,,97.77h,22.43h,0.12h,1.45h,,,5231.53h,,,,,
Production bug,CALLS-1300,EINVOICE: Incorrect status in einvoice table if manuall paid einvoice is canceled in crebit.dp table,11/12/25,0.00h,,312.60h,,,,295.65h,619.10h,187.98h,53.75h,,,4028.87h,,,,,
Production bug,CALLS-1294,[sepa-exchange] pacs.004 generated with ID type but without ID and xsd validation fails,9/15/25,0.00h,,24.42h,,,,0.00h,61.73h,1.77h,4.55h,,,5421.75h,,,,,
,CALLS-1293,Create SQL Server Audit on [db_audit].[USER_LOG_EXCEPTION],,5515.13h,,,,,,,,,,,,,,,,,
,CALLS-1292,"Create custom metrics, alerting and notifications in Redgate SQL Monitor",,5515.43h,,,,,,,,,,,,,,,,,
,CALLS-1291,Change server aliases,3/26/26,4705.68h,,0.00h,,,,0.00h,0.00h,0.00h,0.00h,,,809.95h,,,,,
,CALLS-1290,Order onboarding of PROD SQL Servers,3/20/26,4553.92h,,0.00h,,,,0.00h,0.00h,0.00h,0.00h,,,961.80h,,,,,
,CALLS-1289,Onboard to Redgate SQL Monitor,3/26/26,4484.25h,,0.00h,,,,0.27h,221.28h,0.00h,0.00h,,,809.95h,,,,,
,CALLS-1288,Order SQL Agent archive jobs to be owned and executed as dedicated Service accounts,,5516.00h,,,,,,,,,,,,,,,,,
,CALLS-1287,Create SQL Agent jobs,,5516.32h,,,,,,,,,,,,,,,,,
,CALLS-1286,Order Linked server setup between Archive SQL server and Camunda SQL servers,4/28/26,5496.18h,,0.00h,,,,0.00h,0.00h,0.00h,0.00h,,,20.75h,,,,,
,CALLS-1285,Order Firewall openings between Archive SQL server and Camunda SQL servers,4/13/26,5136.78h,,,,,,,,,,,,380.23h,,,,,
,CALLS-1284,Order SQLAgentReader role to be able to create SQL Server Agent jobs,4/9/26,5035.53h,,,,,,,,,,,,481.53h,,,,,
,CALLS-1283,Setup DB archiving process,,5034.43h,,1.63h,,,,1.10h,480.05h,,,,,,,,,,
Production bug,CALLS-1282,"[sepa-exchange] If outgoing sepa payment have filled debtor/creditor ID type, but ID is null - error sending payment",9/11/25,4.10h,,0.00h,,,,2.58h,,0.52h,0.00h,,,5519.30h,,,,,
,CALLS-1281,Onboard to CyberArk for manual connection to PROD SQL Servers,4/28/26,4340.52h,165.55h,8.10h,,,,0.00h,999.22h,0.00h,0.00h,,,26.72h,,,,,
,CALLS-1280,Order Database dedicated Service Accounts,2/12/26,3549.12h,,0.02h,,,,147.72h,18.88h,0.00h,0.00h,,,1825.37h,,,,,
,CALLS-1279,Create custom AD group access to DB dedicated for Flow Manager Service account,3/20/26,4413.62h,,0.00h,,,,0.00h,166.65h,0.00h,0.00h,,,961.20h,,,,,
,CALLS-1278,Change Read Committed Isolation level option and turn snapshot ON,3/20/26,4414.53h,,0.00h,,,,0.00h,170.60h,0.00h,0.00h,,,956.60h,,,,,
,CALLS-1277,Increase LOG and DATA disks,,5542.83h,,,,,,,,,,,,,,,,,
,CALLS-1276,Change SQL servers timezone to UTC,3/16/26,4415.03h,,0.00h,,,,0.00h,73.62h,0.00h,0.00h,,,1054.25h,,,,,
,CALLS-1274,create dead letter and retry Kaftka topics for incoming header information,9/25/25,0.00h,405.10h,,,,,,,,,,,,5181.85h,,,,
,CALLS-1273,[FLM entrypoint] read Mass payment header from Kafka topic and route to Flow Orchestrator entry point,1/7/26,0.00h,402.15h,1154.55h,,,,703.13h,334.07h,117.60h,193.53h,,,2705.98h,,,,,
,CALLS-1275,Is not possible to sign failed repeated instant payment from list of payment,9/11/25,18.00h,,51.05h,,,,0.00h,,0.00h,0.00h,,,5519.22h,,,,,
,CALLS-1270,[Ibank] Einvoices confirmation screen tech erros,9/8/25,0.00h,,0.00h,,,,0.98h,1.30h,0.98h,1.95h,,,5589.28h,,,,,
,CALLS-1269,Creditor address not being saved in defined domestic payment in Giro,9/17/25,0.00h,,0.00h,,,,28.30h,146.02h,49.10h,1.03h,,,5371.67h,,,,,
,CALLS-1268,Change datetime datatype in Archive DB custom tables and procedures,9/18/25,0.02h,,165.13h,,,,3.85h,139.53h,0.00h,23.00h,,,5354.13h,,,,,
,CALLS-1267,Use valDt instead of reqdExctnDt in conversion from BH to PODM format,9/23/25,0.02h,,1.32h,,,,0.00h,3.17h,430.92h,26.37h,,,5226.87h,,,,,
,CALLS-1266,Investigate possibility to use value directly from JSON in signal event name,11/10/25,0.00h,,1609.30h,,,,,,,,,,,4080.37h,,,,
,CALLS-1265,Migration of service to the New Network,11/14/25,1319.17h,,43.92h,,,,365.75h,0.00h,0.00h,0.00h,,,3978.33h,,,,,
,CALLS-1264,[iBank] Defined domestic payment in payment cart: change Postal address,9/22/25,0.08h,,20.33h,,,,145.77h,260.40h,7.60h,23.42h,,,5252.03h,,,,,
,CALLS-1263,Possible clock difference causes negative execution durations,10/2/25,0.02h,,737.98h,,,,,,,,,,,5017.08h,,,,
,CALLS-1262,[iBank] Domestic/European payment PDF - change address field separators,9/18/25,0.00h,,69.10h,,,,1.22h,23.58h,77.02h,232.88h,,,5354.58h,,,,,
,CALLS-1261,test,9/8/25,242.57h,,,,,,,,,,,,5590.10h,,,,,
,CALLS-1259,implement possibility to send EE goverment pension report,,0.00h,2066.13h,3815.12h,,,,,,,,,,,,,,,
,CALLS-1258,Define sub-process to process Payment Order changes from core DB,10/15/25,0.00h,1180.00h,0.00h,,,,,,,,,,4701.63h,,,,,
,CALLS-1257,[iBank] Salary payments - When adding payments with Beneficiary ID some may appear on UI and PDFs,9/16/25,0.02h,0.35h,208.47h,,,,93.85h,193.57h,1.37h,1.82h,,,5398.77h,,,,,
,CALLS-1256,Andromeda production readiness checklist,,3911.05h,,0.00h,,,,1895.27h,96.63h,,,,,,,,,,
,CALLS-1255,Add more extensive alerts for our flow manager applications,1/27/26,3699.42h,,,,,,,,,,,,,2203.55h,,,,
,CALLS-1254,Setup the archive DB application for production,4/17/26,5228.72h,,387.93h,,,,0.00h,0.00h,0.00h,0.00h,,,286.32h,,,,,
,CALLS-1253,Add our prod CN in External services for access in production,4/29/26,5687.78h,,0.90h,,,,136.95h,27.48h,47.78h,0.00h,,,2.05h,,,,,
,CALLS-1252,Order firewalls and whitelist external APIs for production,4/2/26,5092.93h,,0.00h,,,,0.00h,161.80h,2.03h,0.00h,,,646.23h,,,,,
,CALLS-1251,Setup Liquibase setup for production,4/15/26,5228.78h,,315.23h,,,,0.00h,22.80h,0.00h,0.00h,,,336.22h,,,,,
,CALLS-1250,Register configuration items (CI),,5229.30h,,673.78h,,,,,,,,,,,,,,,
,CALLS-1249,"Review connection to other services, add network policies where needed",,5228.80h,,674.30h,,,,,,,,,,,,,,,
,CALLS-1248,Add network policy to call payment-services from flow manager production namespace,4/15/26,5228.83h,,338.28h,,,,0.00h,,,,0.00h,,335.98h,,,,,
,CALLS-1247,Open firewalls to Databases from terminal servers and from Namespaces,4/2/26,5067.53h,,0.00h,,,,0.00h,187.30h,0.00h,0.00h,,,648.28h,,,,,
,CALLS-1246,Configure kerberos.,4/15/26,5548.68h,,0.00h,,,,0.00h,18.23h,0.00h,0.00h,,,336.20h,,,,,
,CALLS-1245,Order and configure production namespace,,4750.78h,,0.02h,,,,123.43h,1028.87h,,,,,,,,,,
,CALLS-1244,Order and configure MSSQL DB for production,3/20/26,4702.97h,,0.12h,,,,46.18h,197.32h,0.00h,0.00h,,,956.52h,,,,,
Production bug,CALLS-1260,Customer unable to sign Giro pmt - InvocationTargetException: null,9/8/25,0.00h,,25.57h,,,,0.00h,224.32h,51.12h,10.18h,,,5592.05h,,,,,
,CALLS-1243,Deploy Windows applications to Skyvault in TEST,9/2/25,186.93h,,,,,,,,,,,,,5735.47h,,,,
,CALLS-1242,Set-up environments in Skyvault - Windows in TEST,9/2/25,187.07h,,,,,,,,,,,,,5735.48h,,,,
,CALLS-1241,Setup new EHI for flow manager alerts,9/30/25,0.00h,,865.82h,,,,,,,,,,5064.93h,,,,,
,CALLS-1240,Process of deploying process definitions,4/14/26,5132.38h,,0.00h,,,,0.22h,503.08h,0.00h,0.00h,,,360.45h,,,,,
,CALLS-1239,Migration strategy to latest process definition,,5831.58h,19.92h,144.70h,,,,,,,,,,,,,,,
,CALLS-1238,Create error codes and mappings,8/26/25,0.02h,,1.73h,,,,0.00h,88.20h,0.02h,0.00h,,,5907.07h,,,,,
,CALLS-1237,Create MASS file header BPMN process definition,2/24/26,0.02h,1685.47h,0.00h,,,,0.00h,2784.25h,0.00h,0.00h,,,1530.67h,,,,,
,CALLS-1236,Create single payment order BPMN process definition,2/24/26,0.05h,1182.22h,0.00h,,,,0.00h,3287.47h,0.00h,0.00h,,,1530.67h,,,,,
,CALLS-1235,create decision table to resolve ISO status,9/29/25,0.00h,335.57h,580.53h,,,,0.00h,,0.00h,0.00h,,,5084.37h,,,,,
,CALLS-1234,"Basic performance testing for ""Get payment order"" service task",,6018.05h,,,,,,,,,,,,,,,,,
,CALLS-1233,"Basic performance testing for ""Update payment order"" service task",11/21/25,1505.25h,,0.12h,,,,369.20h,329.45h,0.00h,0.00h,,,3814.02h,,,,,
,CALLS-1232,"Basic performance testing for ""Store payment order"" service task",9/8/25,0.00h,,328.88h,,,,5.13h,0.00h,0.00h,96.77h,,,5587.27h,,,,,
,CALLS-1231,"Data mapping and error handling for ""Get payment order"" service task",,6018.12h,,,,,,,,,,,,,,,,,
,CALLS-1230,"Data mapping and error handling for ""Update payment order"" service task",8/22/25,17.22h,,,,,,,,,,,,6000.98h,,,,,
,CALLS-1229,"Basic performance testing for ""Revert used limit"" service task in singlePaymentOrder",1/23/26,2688.33h,235.63h,574.92h,,,,196.77h,0.98h,0.00h,0.00h,,,2298.27h,,,,,
,CALLS-1228,"Basic performance testing for ""Use Gateway limits"" service task in singlePaymentOrder",1/23/26,2712.48h,235.48h,575.02h,,,,196.78h,0.00h,0.00h,0.00h,,,2299.28h,,,,,
,CALLS-1227,"Data mapping and error handling for ""Revert used limit"" service task in singlePaymentOrder",2/5/26,1869.67h,1078.30h,340.10h,,,,25.55h,42.13h,597.83h,76.98h,,,1988.58h,,,,,
,CALLS-1226,"Data mapping and error handling for ""Use Gateway limits"" service task in singlePaymentOrder",1/30/26,115.75h,2596.95h,91.67h,,,,3.53h,482.40h,302.72h,293.23h,,,2133.08h,,,,,
