Type,Key,Summary,Resolution Date,Open,NEW!,Investigation,Ready for Refinement,On Hold,Waiting for Answer,In Progress,Code review,Ready for Testing,In Testing,Pending,Canceled,Done,,,,,,
,PAYLYNX-171,Update recovery plan,9/6/24,25.18h,,,,,,,166.75h,48.25h,0.63h,,,,,,,14396.78h,,
,PAYLYNX-170,MB-CORE + MB-EXP + datamodel dependencies update failing,8/27/24,0.00h,,,,,,,6.67h,,,,,,,,,14635.87h,,
,PAYLYNX-169,Trodo,8/28/24,0.00h,2.23h,,,,,,19.50h,,,,,25.03h,,,,14617.48h,,
,PAYLYNX-168,MB CORE TEST expiring cert,9/5/24,178.40h,,,,,,,29.30h,23.33h,0.50h,20.73h,,,,,,14424.93h,,
,PAYLYNX-167,MB-CORE: New CN-s to whitelist,8/27/24,3.63h,,,,,,,20.65h,,56.82h,40.67h,,,,,,14636.65h,,
,PAYLYNX-166,EPLV_CSDD_VAS,8/22/24,,1.08h,2.52h,,,,,,,,,,,,,,14758.05h,,
,PAYLYNX-164,STAR MBBL : Regressions for 259,,0.00h,,,,,,,,,,,,,,,,,14784.05h,
,PAYLYNX-163,MB Core: implement user account check pre-condition,,14784.15h,,,,,,,,,,,,,,,,,,
,PAYLYNX-162,MBCORE: PR opening limits check,9/4/24,170.47h,,,,,,,10.90h,106.90h,0.17h,53.25h,,,,,,14443.73h,0.05h,
,PAYLYNX-161,ASTRO 1,8/22/24,,20.83h,2.27h,,,,,,,,,24.63h,,,,,14757.52h,,
Production bug,PAYLYNX-160,"Ibank banklink : parallel payments , 0.00 balance ,PACKET_ALREADY_RESPONDED",,149.82h,,,,,,,282.13h,,,,,,,,,,14395.17h,
,PAYLYNX-159,Mrchant id 11904701,8/22/24,,5.17h,1.42h,,,,,,,,,142.15h,,,,,14757.52h,,
,PAYLYNX-158,MBBL core + exp: start using new AD group,8/19/24,1.32h,,,,,,,50.57h,,67.65h,,,,,,,14834.18h,,
,PAYLYNX-157,Ibank: implement user account check in Auth packets REL-261 (26.09.2024),9/20/24,578.02h,,,,,,,70.03h,20.52h,19.52h,220.45h,,,,,,14062.63h,,
,PAYLYNX-156,One time report for Swedbank flow switching,8/22/24,,0.70h,213.52h,,,,,,,,,,,,,,14757.53h,,
,PAYLYNX-155,Switch of Swedbank payment flow in ibank to new flow in OB - August vol2,8/28/24,22.80h,,,,,,,333.23h,,,,,,,,,14617.18h,,
Spike,PAYLYNX-154,MBBL support automation,8/27/24,24.40h,,,,,,,274.22h,18.22h,0.00h,21.53h,,,,,,14637.68h,,
,PAYLYNX-153,MBEXP failed upgrade to Spring Boot v3.3.2,8/12/24,19.20h,,,,,,,0.42h,63.45h,,,,,,,,15001.52h,,
,PAYLYNX-152,MBCORE - not possible to resend notification for EXECUTED payment,8/13/24,1.23h,,,,,,,1.60h,17.82h,0.08h,94.85h,,,,,,14971.92h,,
Production bug,PAYLYNX-151,MBCORE- SEB has instant limit > 15000,8/14/24,21.35h,,,,,,,0.85h,87.42h,4.13h,20.00h,,,,,,14953.83h,,
,PAYLYNX-150,Testing,,,0.00h,0.00h,,,,,,,,,0.00h,,,,,,15089.30h,
,PAYLYNX-149,ID - EPS,8/14/24,,120.13h,20.25h,,,,,,,,,,,,,,14950.80h,,
,PAYLYNX-148,Merchant ID: BPARADIZE,8/8/24,0.00h,0.12h,,,,,,0.40h,,,,,,,,,15095.58h,,
Production bug,PAYLYNX-147,MBCORE - backTomerchant on consent - > initial status for api payments,8/13/24,0.00h,,,,,,,112.38h,,26.93h,0.72h,,,,,,14973.85h,,
,PAYLYNX-146,MBBL LT Merchant failing to install MBBL plug-in for WooCommerce,8/22/24,0.00h,4.83h,348.63h,,,,,,,,,6.10h,,,,,14756.78h,,
,PAYLYNX-145,MBBL LT Merchant Synergy Finance question about large amount payments,8/8/24,,22.52h,,,,,,,,,,,,,,,15094.33h,,
,PAYLYNX-144,Please follow < Instruction how to provide correct inquiry >,,,15115.28h,,,,,,,,,,2.90h,,,,,,,
,PAYLYNX-143,Create AD group for code owners,8/14/24,0.00h,,,,,,,183.48h,,,,,2.35h,,,,14953.78h,,
,PAYLYNX-142,MBEXP - status marked as not final,,0.00h,,,,,,,0.82h,0.15h,0.00h,0.02h,,,,,,15139.92h,,
,PAYLYNX-141,For testing dföakdflsdgfösldgfkösldkfö,,,1.08h,,,,,,,,,,,,,,,,15142.08h,
,PAYLYNX-140,Banklink Cert renewal,8/9/24,0.00h,,,,,,,48.25h,47.03h,,,,,,,,15066.87h,,
,PAYLYNX-139,Test: for deleting,,1722.60h,,,,,,,,,,,,,,,,,13440.27h,
,PAYLYNX-138,test 4,,,20.92h,,,,,,,,,,,,,,,,15142.08h,
,PAYLYNX-137,dsdsdsds,,,0.00h,,,,,,,,,,,,,,,,15163.08h,
,PAYLYNX-136,test 3,,,21.13h,,,,,,,,,,,,,,,,15142.08h,
,PAYLYNX-135,Test test,,,21.15h,,,,,,,,,,,,,,,,15142.10h,
,PAYLYNX-133,Test,,,0.00h,,,,,,,,,,,,,,,,15163.77h,
,PAYLYNX-132,"STAR agreement view improvement : modify errors related to ibank/bics , remove error as a separate row",,15164.50h,,,,,,,,,,,,,,,,,,
,PAYLYNX-131,Fix mbbl performance tests build,,0.00h,,,,,,,0.52h,,,,,,,,,,15164.33h,
,PAYLYNX-130,Test,,,0.00h,,,,,,,,,,,,,,,,15239.05h,
,PAYLYNX-129,Test,,,0.02h,,,,,,,,,,,,,,,,15239.20h,
,PAYLYNX-128,Send banklink alerts to PayLynx mailinglist,8/2/24,5.50h,,,,,,,17.50h,0.00h,0.85h,,,,,,,15241.60h,,
,PAYLYNX-122,MBBL: improve mssql-db health check alert,10/16/24,1707.33h,,,,,,,117.42h,25.07h,22.23h,,,,,,,13441.00h,,
,PAYLYNX-126,Mbbl Mobile : MOBILE-ID issue,,45.85h,,,,,,,126.50h,,0.00h,24.77h,,,,,,,15260.18h,
,PAYLYNX-111,MBBL: create new endpoint for app to exchange LinkID+country in to PacketID,,2636.95h,,,,,,,,,,,,,,,,,12936.05h,
,PAYLYNX-116,MBBL: test latest UI legacy clean-up changes in ibank for Headers,,505.87h,,,,,,,,,,,,,,,,,15120.87h,
,PAYLYNX-101,MBBL: include origin country in to Payment Request URL,,15568.70h,,,,,,,46.98h,,,,,2.80h,,,,,,
,PAYLYNX-125,MB-Exp: unable to upgrade webcomponents,8/1/24,331.07h,,,,,,,70.50h,,4.02h,0.03h,,,,,,15262.05h,,
,PAYLYNX-96,MB-EXP Payment request landing page improvements for instant messaging,,15684.97h,,,,,,,,,,,,,,,,,,
,PAYLYNX-91,STAR-MBCORE: Testing after move to Openshift,8/14/24,528.62h,,,,,45.07h,,0.00h,1.02h,0.10h,0.03h,,,,,,14942.13h,318.73h,
Spike,PAYLYNX-107,MBBL: fix packets cleanup job,10/9/24,1341.43h,,,,,,,849.63h,234.60h,116.40h,95.30h,,,,,,13611.35h,,
,PAYLYNX-57,MBBL: created Kafka listening for account closure,12/10/25,12431.50h,,,,,499.90h,,,,,,,,,,,,3359.17h,
,PAYLYNX-102,MBBL gradual switch of Swedbank payment to OB flow - August,8/9/24,1030.30h,,,,,,,218.90h,,,,,,,,,15066.62h,,
,PAYLYNX-123,MBBL: problems in Latvian banklink were not detected by robots,8/16/24,895.97h,,,,,,,193.00h,16.88h,5.48h,0.63h,,330.75h,,,,14901.20h,,
,PAYLYNX-1,[INFO] Welcome to Jira!,,7395.87h,,,,,696.65h,,,,,,,,,,,,8394.80h,
,PAYLYNX-92,Mbbl: errors in prod logs,,7819.78h,,,,,,,,,,,,,,,,,8785.38h,
,PAYLYNX-1224,[DB] Payload messages generation on CLIENT_ID merges on Accounts side for E-Invoice: Automated payment agreement,,2156.33h,,,3811.68h,10781.90h,,,,,,,,,,,,,,
,PAYLYNX-1218,[DB] Payload messages generation on CLIENT_ID merges on Accounts side for E-Invoice: Local Seller agreement,,2156.75h,,,,14593.50h,,,,,,,,,,,,,,
,PAYLYNX-1222,[DB] Payload messages generation on DAY0 load for E-Invoice: Automated payment agreement,,2158.68h,,,14522.27h,71.33h,,,,,,,,,,,,,,
,PAYLYNX-1225,[DB] Payload messages generation on DAY0 load for E-Invoice: Local Seller agreement,,2158.85h,,,,14593.50h,,,,,,,,,,,,,,
,PAYLYNX-95,MBEXP: add more detailed payment status description to MBBL swagger,,16794.60h,,,,,,,,,,,,,,,,,,
,PAYLYNX-124,STAR - allowed service list errors -PBREL259,8/6/24,61.77h,,,,,,,750.58h,91.13h,0.23h,31.45h,,774.93h,,,,15139.33h,,
,PAYLYNX-112,SWB OB: test Swedbank LT payment with added personal ID - BANKLINK scope only,9/6/24,2450.25h,,,,,,,0.00h,0.00h,0.00h,23.63h,,71.15h,,,,14397.15h,0.08h,
,PAYLYNX-24,MBBL UI tests add tags flow,9/24/24,2197.83h,,,,,620.30h,,95.80h,,39.72h,30.05h,,,,,,13959.22h,,
,PAYLYNX-9,MBCORE add posibility to change tags,9/23/24,2171.92h,,,,,620.30h,,25.92h,34.17h,9.18h,92.18h,,,,,,13989.28h,,
,PAYLYNX-1220,[DB] Payload messages generation via changes in agreements for E-Invoice: Automated payment agreement (E-Invoice Payer),,2422.17h,,,3811.70h,10781.92h,,,,,,,,,,,,,,
,PAYLYNX-1226,[DB] Payload messages generation via changes in agreements for E-Invoice: Local Seller Agreement,,2422.17h,,,0.12h,14545.50h,,,,,,,,,,,,,,
,PAYLYNX-114,"Mbbl: not enough funds ,payment FAILED->EXECUTED, improve the flow",,1546.22h,,,,,,,765.52h,,,,,,,,,,14827.02h,
,PAYLYNX-1219,[DB] Payload messages generation on MDM requests for E-invoice: Automated payment agreement (E-Invoice Payer),,2662.10h,,,3813.43h,10780.27h,,,,,,,,,,,,,,
,PAYLYNX-1221,[DB] Payload messages generation on MDM requests for E-invoice: Local Seller agreement,,2662.10h,,,3792.00h,10801.72h,,,,,,,,,,,,,,
Spike,PAYLYNX-1064,Unable_to_update_agreement during Common Performance Testing,12/10/25,14065.87h,,,,,,,,,,,,,,,,,3332.68h,
,PAYLYNX-1216,[DB] Track changes in agreements for E-invoice: Automated payment agreement (E-Invoice Payer),,2928.73h,,,3811.78h,10781.95h,,,,,,,,,,,,,,
,PAYLYNX-1223,[DB] Track changes in agreements for E-invoice: Local Seller Agreement,,2949.07h,,,3789.02h,10804.72h,,,,,,,,,,,,,,
Spike,PAYLYNX-106,MBBL: Nightly issues,,4750.70h,,,,,,,,,,,,,,,,,12768.25h,
,PAYLYNX-64,Mbbl: add to PDF debtorName field,,8891.32h,,,,,475.15h,,,,,,,,,,,,8395.02h,
,PAYLYNX-63,MBBL agreements switch of Swedbank payment to OB - October #1,10/9/24,3981.47h,,,,,475.15h,,191.88h,,,,,,,,,13609.92h,,
,PAYLYNX-49,BL Auth: investigate how to fetch IBAN by not using ibank,,17755.30h,,,,,552.97h,,,,,,,,,,,,,
,PAYLYNX-99,MBCORE: split expience-hub endpoints to respective endpoints,,18352.07h,,,,,,,,,,,,,,,,,,
,PAYLYNX-34,MBBL fees: tell Roobert to stop charging Monthly fees,,17902.52h,,,,,552.98h,,,,,,,,,,,,,
,PAYLYNX-40,MBBL fees: our fee engine orders MBBL monthly fee debiting,,18020.98h,,,,,552.98h,,,,,,,,,,,,,
,PAYLYNX-38,MBBL fees: start fetching service monthly price,,18185.60h,,,,,552.98h,,,,,,,,,,,,,
,PAYLYNX-51,MBBL-Core: create table and API endpoint for storing authentication response metadata (step 1),2/17/26,16157.88h,,,,,504.33h,,185.58h,49.12h,25.18h,93.48h,,,,,,1703.95h,,
,PAYLYNX-33,MBBL fees: create monthly fee calculation logic in our fee engine,,18240.45h,,,,,552.98h,,,,,,,,,,,,,
Spike,PAYLYNX-30,BL: authentication through iBank e-services is working even if agreement is closed,,6416.23h,,,,,620.30h,,,,,,,,,,,,11945.77h,
,PAYLYNX-19,MBBL reporting: migrate core report for BL EE monthly transactions,,18692.85h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-22,MBBL reporting: migrate core report for BL EE auth monthly transactions,,18693.02h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-26,MBBL reporting: migrate core BL auth in Latvija.lv report,,18693.45h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-81,Refund of MBBL payment initiations,9/25/24,,,,,,219.07h,1776.87h,,,,,,,3283.37h,,,,,13941.82h
,PAYLYNX-25,MBBL reporting: migrate BL LV auth monthly stats report from core,,18723.17h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-42,MBBL v2 and v3 step1: refactoring to BIC based logo approach,10/22/24,5090.63h,,,,,552.97h,,191.45h,92.58h,4.63h,23.03h,,,,,,13292.70h,,
,PAYLYNX-104,AD for Refund of MBBL payments,9/11/24,4898.80h,,,,,,,193.02h,115.83h,,,,,,,,14281.10h,,
Spike,PAYLYNX-109,MBBL Andromeda: new compiler flag needed with spring update,,20184.83h,,,,,,,,,,,,,,,,,,
,PAYLYNX-43,MBBL fees: create new price product for MBBL refund transactions,8/22/25,13459.10h,,,,,552.97h,,49.20h,0.07h,0.00h,66.20h,,97.55h,,,,6002.50h,,
,PAYLYNX-47,MBBL fees: modify fee debiting table to be suitable for refund fees,8/25/25,13147.57h,,,,,552.97h,,386.73h,0.95h,73.23h,163.78h,,,,,,5927.93h,,
,PAYLYNX-35,MBBL fees: create new op_id's for MBBL refund transaction fees,8/27/25,13462.53h,,,,,552.98h,,193.13h,97.42h,18.28h,24.43h,,,,,,5882.25h,,
,PAYLYNX-44,STAR printing: add Refund related data to agreement .pdf,11/3/25,15184.85h,,,,,552.97h,,103.40h,46.15h,46.47h,38.40h,,52.22h,,,,4249.73h,,
,PAYLYNX-12,MBBL: test after bugfix Swed OB payment show/hide account balance,,10315.00h,,,678.53h,,620.30h,,,,,,,289.90h,,,,,8394.87h,
,PAYLYNX-48,STAR: in MBBL agreement add Refund price to agreement pricing curtain,10/22/25,14829.68h,,,,,552.97h,,291.35h,15.67h,23.03h,0.52h,,,,,,4538.63h,,
,PAYLYNX-41,MBBL refund: Introduce new flag to agreements for refund,,5811.55h,,,,,552.97h,,,,,,,,,,,,13891.68h,
,PAYLYNX-83,MBBL reporting and statistics Next MVP,9/26/24,,,,,,195.72h,6451.77h,,,,,,,,,,,,13916.57h
,PAYLYNX-80,E-commerce Payments Debt 2024,12/19/25,,,,,,,13058.45h,219.12h,,,,,,0.07h,4144.52h,,3145.50h,,
,PAYLYNX-115,MBCORE + MBEXP RestClient instead of WebClient and RestTemplate,,20656.38h,,,,,,,,,,,,,,,,,,
,PAYLYNX-54,"MBBL documentation updates: PKI in a nutshell, 008/009 comparison, 009 specs",2/11/25,6099.52h,,,,,504.32h,,651.85h,,,,,2854.02h,,,,10603.13h,,
,PAYLYNX-90,Legacy cleanup 2024,9/26/24,,,,,,143.23h,3813.95h,,,,,,,0.00h,2858.93h,,,,13916.53h
,PAYLYNX-23,ibank MBBL: create possibility for customer to download agreement's public key,,20665.08h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-17,MBCORE: migrate to OffsetDateTime,,21534.70h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-118,MBBL: make more autotests for automated regressions,12/10/25,19008.25h,,,,,,,,,,,,,,,,,3356.80h,
Spike,PAYLYNX-121,MBBL: Check memory usage in exp- Andomeda,,9526.00h,92.12h,,,,,,,,,,,,,,,,12768.22h,
,PAYLYNX-18,Support page: update content of all tabs - PLACEHOLDER,3/31/26,21149.30h,,,,,620.30h,,,,,,,,,,,,696.45h,
,PAYLYNX-7,MBBL CORE: introduce new readonly role for inmemory users,,22079.65h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-84,Collect status of MBBL payment initiations,9/25/24,,,,,,195.70h,1774.63h,,,,,,,6740.65h,,,,,13944.03h
,PAYLYNX-20,MBBL: Show tags read-only in STAR,,7802.45h,,,,,620.30h,,,,,,,,,,,,14738.47h,
Spike,PAYLYNX-105,MBCORE : increase polling intervals for payment status,8/22/24,8547.75h,,,,,,,0.23h,17.95h,5.38h,2.68h,,,,,,14754.80h,,
,PAYLYNX-45,Automate SGW payment link deletion after certain time period,8/18/25,16867.03h,,,,,552.97h,,,,,,,,,,,,6095.32h,
,PAYLYNX-89,MBBL UX improvements,9/26/24,,,,,,195.65h,9673.28h,,,,,,,,,,,,13916.57h
,PAYLYNX-82,MBBL API Next,8/23/24,,,,,,195.73h,9037.87h,,,,,,,,,,,,14738.45h
Spike,PAYLYNX-50,BankLink Auth: implement Teleagreement check after user login,8/5/24,8419.10h,,,,,552.97h,,74.52h,,,,,,,,,15164.80h,,
,PAYLYNX-36,MBBL API: Check if default settlement account and fee account belong to the merchant,,24072.35h,,,,,552.97h,,,,,,,,,,,,,
,PAYLYNX-113,MBBL old and new: Too eager redirect for decoupled payment,9/27/24,10893.65h,,,,,,,215.73h,5.45h,3.95h,38.63h,,,,,,13899.08h,,
,PAYLYNX-97,MBBL: Feedback table change,,12812.38h,,,,,,,,,,,,,,,,,12768.25h,
,PAYLYNX-85,MBBL self-service Next MVPs,8/23/24,,,,,,195.70h,10722.03h,,,,,,,,,,,,14738.63h
,PAYLYNX-86,MBBL Agreement Next MVPs,9/26/24,,,,,,195.68h,11545.87h,,,,,,,,,,,,13916.57h
Spike,PAYLYNX-31,MBBL printing: adjust agreement pdf according to accessibility testing findings,,26187.35h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-88,MBBL data loading to EDW,9/26/24,,,,,,195.67h,1795.33h,,,,,,,10866.58h,,,,,13923.35h
Spike,PAYLYNX-32,MBBL printing: find solution for using correct prices,,26612.83h,,,,,620.30h,,,,,,,,,,,,,
,PAYLYNX-46,BL: make clean-up after SPP service is closed,,26825.58h,,,,,552.97h,,,,,,,,,,,,,
,PAYLYNX-117,MBBL + Andromeda Ui-test report not shown,,0.00h,,,,,,,305.78h,,,,,24052.97h,,,,,3332.78h,
,PAYLYNX-93,MBBL: RestTemplate to WebClient migration,,12596.52h,,,,,,,,,,,,,,,,,15120.93h,
,PAYLYNX-103,Modify OnyxShop,10/8/25,13102.25h,,,,,,,,,,,,,,,,15120.97h,,
,PAYLYNX-16,MBBL: Test and activate accountless flow for COOP,,15766.68h,,,,,620.30h,,,,,,,12146.55h,,,,,,
,PAYLYNX-6,STAR MBBL: price in agreement has link to pricing data,,28888.72h,,,,,649.17h,,,,,,,,,,,,,
Spike,PAYLYNX-120,MBBL Andromeda: Stubs publishing,,1466.93h,,,,,,,533.70h,42.00h,,,,28869.92h,,,,,,
,PAYLYNX-72,MBBL: add time limit for manual response packet sending,,22292.90h,,,,,456.00h,,,,,,,,,,,,8784.97h,
,PAYLYNX-13,MBBL: remove grants for editing old BL agreement,9/16/25,26067.02h,,,,,620.30h,,,,,,,,,,,,5398.85h,
,PAYLYNX-61,MBBL: encrypt DB connections,,31757.22h,,,,,475.15h,,,,,,,,,,,,,
Spike,PAYLYNX-27,Investigate usage of obsolete data entries in agreement,11/19/24,19638.87h,,,,,620.30h,,189.78h,116.20h,,,,,,,,12625.00h,,
,PAYLYNX-10,MBBL API: Create MBBL API client for NodeJs,,18387.45h,,,,,620.30h,,,,,,,,,,,,14738.45h,
,PAYLYNX-8,MBBL API: Create MBBL API client for Java,,18387.45h,,,,,620.30h,,,,,,,,,,,,14738.45h,
,PAYLYNX-11,MBBL API: Create MBBL API client for PHP,,18387.47h,,,,,620.30h,,,,,,,,,,,,14738.45h,
,PAYLYNX-37,Change MBBL weekly reports by adding Open model limit info,,33261.83h,,,,,552.97h,,,,,,,,,,,,,
Spike,PAYLYNX-108,MBBL: DB partition,6/25/25,27528.30h,,,,,,,,,,,,,,,,,7392.15h,
,PAYLYNX-15,BL: Block expired certificates from ver 009 if exception not set in agreement,,7344.52h,,,,,620.30h,,284.42h,,,,,18073.75h,,,,,8785.32h,
,PAYLYNX-66,"CORE, IBANK, cleaning from Legacy",,34996.77h,,,,,475.15h,,,,,,,,,,,,,
Spike,PAYLYNX-29,MBBL: Verify if log table is the best way to store audit data,,23005.05h,,,,,620.30h,,,,,,,,,,,,11945.80h,
Spike,PAYLYNX-62,"MBBL: support full signup flow, add signup response packets to MBBL",,35670.50h,,,0.28h,,475.15h,,,,,,,,,,,,,
,PAYLYNX-75,MBBL superlink: make redirect to consent on server level,,27547.28h,,,,,456.00h,,,,,,,,,,,,8784.85h,
,PAYLYNX-65,MBBL: Drop ISO 8601:2004,,36552.92h,,,,,475.15h,,,,,,,,,,,,,
,PAYLYNX-52,MBBL: Process VK_SB_PLUGIN_INFO parameter,,27887.80h,,,,,504.32h,,,,,,,,,,,,8784.80h,
,PAYLYNX-98,banklink-common remove heavy dependencies on swedbanks libs,,37583.42h,,,,,,,,,,,,,,,,,,
,PAYLYNX-73,MBBL perf test: use fake payment (not initiated) in integration tests with hub,,38471.63h,,,,,456.00h,,,,,,,,,,,,,
,PAYLYNX-14,STAR MBBL: change PISP bank list sorting in drop-down,3/31/26,37775.57h,,,,,620.30h,,,,,,,,,,,,696.10h,
,PAYLYNX-58,Test open model MBBL cross-country - beneficiary name in open query 1011,12/10/25,35837.60h,,,,,475.15h,,,,,,,,,,,,3335.43h,
Spike,PAYLYNX-78,Analyze needed changes in Bank link PIS due to changes in HUB,,39501.65h,,,,,456.00h,,,,,,,,,,,,,
,PAYLYNX-94,MBBL: improve DB queries create partition tables,7/10/25,32819.07h,,,,,,,132.38h,1.88h,18.18h,24.53h,,,,,,7032.80h,,
,PAYLYNX-100,MBBL: unable to connect to DB for some time during failovers in SQL,,40892.13h,,,,,,,,,,,,,,,,,,
,PAYLYNX-71,MBBL: Storing response packets temporarily,,31866.68h,,,,,456.00h,,,,,,,,,,,,8784.87h,
,PAYLYNX-76,Banklink / MBBL validate url addresse in packet,,41232.03h,,,0.07h,,456.00h,,,,,,,,,,501.15h,,,
,PAYLYNX-55,MBBL: fees autodebiting cleanup,9/16/25,36889.05h,,,,,504.32h,,,,,,,,,,,,5399.02h,
,PAYLYNX-59,MBBL: Kerberos cleanup,,42366.97h,,,,,475.15h,,,,,,,,,,,,,
Spike,PAYLYNX-28,STAR MBBL: Bank Link Merchant id search in STAR,,43175.42h,,,,,620.28h,,,,,,,,,,,,,
,PAYLYNX-56,STAR: BLOCKED banklink agreement status logic,,44034.63h,,,,,504.32h,,,,,,,,,,,,,
,PAYLYNX-79,Clean-up TEST status for agreements from code,,44592.00h,,,,,456.00h,,,,,,,,,,,,,
,PAYLYNX-77,MBBL: add to v2 and v3 swagger more details about http notifications,,46001.22h,,,,,456.00h,,,,,,,,,,,,,
,PAYLYNX-74,MBBL: Implement ways to post/present ad hoc announcements in payment flow,,47541.02h,,,,,456.00h,,,,,,,,,,,,,
Spike,PAYLYNX-69,Heartbeat service private/public page,,47591.42h,,,,,475.15h,,,,,,,,,,,,,
Spike,PAYLYNX-110,MBBL: Develop MsSQL archiving,,49677.55h,,,,,,,,,,,,,,,,,,
,PAYLYNX-39,STAR MBBL: filter MBBL fees on agreement page,3/31/26,48959.97h,,,,,552.97h,,,,,,,,,,,,696.20h,
Spike,PAYLYNX-68,Investigate Mbbl DB future performance and archiving approach,6/25/25,42480.93h,,,,,475.15h,,,,,,,,,,,,7392.15h,
Spike,PAYLYNX-5,MBBL signing: investigate STAR send for signing in Ibank (PDF upload) functionality,9/16/25,46170.70h,,,,,649.22h,,,,,,,,,,,,5398.72h,
Spike,PAYLYNX-53,MBBL: connect to Accounts API to validate fee and collection account in MBBL,,54162.33h,,,,,504.32h,,,,,,,,,,,,,
,PAYLYNX-67,MBBL: create database triggers to log changes into _log tables,,57265.38h,,,,,475.15h,,,,,,,,,,,,,
,PAYLYNX-60,MBBL: Research (and implement) MSSQL Server Unit Testing capabilities,,48627.35h,,,,,475.15h,,,,,,,,,,,,8785.08h,
,PAYLYNX-21,IBANK: create BL/MBBL service reporting for clients self-service,,45307.90h,,,,,620.30h,,,,,,,,,,,,14738.68h,
,PAYLYNX-70,Banklink:Eservices is sending customer surname without special letters in LV,,63647.07h,,,,,456.00h,,,,,,,,,,,,11109.80h,
